1.133506518456562236e+07,7.053511551610152423e+07,5.394076317309031636e+07,5.310940590009159595e+07,7.070868490053136833e+06,2.455856903792389203e+06,4.948293257649730891e+06,6.497247542618336529e+07,1.457335500679551624e+05,1.315744221883328166e+06,5.588604799771808321e+05,7.624998366706983652e+05,1.070323493062683556e+05,4.573829975392515189e+05,1.469469509088861230e+02,1.521173065890136229e+02,1.662677537135730290e+02
1.147186000603458658e+07,7.162073863586966693e+07,5.545781546550338715e+07,5.261828878085535765e+07,7.136991624598320574e+06,2.533424756697526667e+06,4.926447416405259632e+06,6.770593389679747820e+07,1.509752022316717776e+05,1.378598058894772548e+06,5.804450821978140157e+05,7.623264936934225261e+05,1.114973596220331819e+05,4.687370986128114746e+05,1.679004976125606277e+02,1.597367781176225208e+02,1.515730586226844139e+02
1.093114230413897336e+07,7.094351102631546557e+07,5.416717195982716233e+07,5.381914035217870772e+07,7.214758944383117370e+06,2.460033190562016331e+06,4.882687702920526266e+06,6.722026551607614756e+07,1.549041283006023150e+05,1.334334916041184450e+06,6.006214428055704338e+05,7.555214892464253353e+05,1.049356340159850806e+05,4.854675532217544969e+05,1.687168695620544554e+02,1.591925301512933117e+02,1.540221744711658403e+02
1.142535374518777244e+07,7.207261085062585771e+07,5.452454748868554085e+07,5.350758342686168849e+07,7.304703540290548466e+06,2.477547634366456419e+06,4.928109821818412282e+06,6.654186505215450376e+07,1.497979938805016864e+05,1.342935394529101672e+06,5.816905936687584035e+05,7.613868495795550989e+05,1.050820367189276440e+05,4.937896488748943666e+05,1.583761582017995124e+02,1.559270423533180576e+02,1.714381093937005005e+02
1.060100312050757371e+07,7.081968536176013947e+07,5.442616487230814248e+07,5.202721725711496919e+07,6.993719708082072437e+06,2.331315008913377766e+06,5.028386965366601944e+06,6.515173084124143422e+07,1.524299770456697443e+05,1.348207252454949543e+06,5.651081745066569420e+05,7.357519539934999775e+05,1.049190344530120492e+05,4.604375892502741772e+05,1.537500504880012215e+02,1.534779265048366312e+02,1.632743898987623652e+02
1.106477014669186808e+07,6.782928715411803126e+07,5.328220000329340249e+07,4.985853796311186254e+07,6.924363468492909335e+06,2.381617127201354597e+06,4.850866340701206587e+06,6.289127528480021656e+07,1.444042244101960678e+05,1.286306937880513957e+06,5.636874151905545732e+05,7.511264147943337448e+05,1.055816563520178461e+05,4.435131102413348272e+05,1.640907618482561929e+02,1.464027029425569140e+02,1.581040342186348937e+02
1.121898471281913109e+07,6.920985457427896559e+07,5.446241777359329909e+07,5.095579220616843551e+07,6.864876621525160968e+06,2.383032444037793670e+06,4.853493697758660652e+06,6.482471836217659712e+07,1.530343644122783153e+05,1.333174307252987288e+06,5.807841486808371264e+05,7.281313939689584076e+05,1.060535193388252810e+05,4.728064406570549472e+05,1.610973980334455291e+02,1.578319102354703034e+02,1.619137699829393569e+02
1.138687922370406240e+07,7.199940432879889011e+07,5.518340945061596483e+07,5.283743376210959256e+07,6.844984358355828561e+06,2.497209408522048499e+06,5.053012825223082677e+06,6.625988473831967264e+07,1.544031480475962744e+05,1.356761197741745738e+06,5.636259151703593088e+05,7.611454756064881803e+05,1.077423207783448015e+05,4.817938794490323053e+05,1.485796948078737501e+02,1.717102333768650908e+02,1.676283736293960374e+02
1.139586475762815587e+07,6.983573565369780362e+07,5.595230420089103281e+07,5.320841549012620002e+07,7.025624340240240097e+06,2.379922883282171562e+06,4.858743241517889313e+06,6.568300148693750054e+07,1.473984045969562139e+05,1.349445416578348493e+06,5.691821426586142043e+05,7.452488088819615077e+05,1.042907001758849656e+05,4.733134076376906014e+05,1.597367781176225208e+02,1.632743898987623652e+02,1.608252740502809388e+02
1.052369922786610574e+07,6.899455252791497111e+07,5.228879698017990589e+07,5.144720077019063383e+07,6.756330446500548162e+06,2.459057353958387859e+06,4.718675040655437857e+06,6.697183672874560207e+07,1.471273691097242699e+05,1.289185465374429012e+06,5.604755358172627166e+05,7.094748458071763162e+05,1.038109455935657752e+05,4.499967362642146763e+05,1.472190748920507417e+02,1.649071337977499923e+02,1.496681907405321681e+02
1.085975057715573907e+07,6.745137578887012601e+07,5.551826127738781273e+07,5.103446216120538861e+07,6.709587437788380310e+06,2.373981600357738789e+06,4.778774166585306637e+06,6.648507549810788035e+07,1.487592966367623885e+05,1.302192447521730792e+06,5.811741023487120401e+05,7.537450638843267225e+05,1.058265679368659912e+05,4.770948425077459542e+05,1.632743898987623652e+02,1.532058025216720409e+02,1.632743898987623652e+02
1.176259563690374978e+07,7.070255993391829729e+07,5.648443666324178874e+07,5.384636717306628078e+07,6.948841292902548797e+06,2.465931205773125868e+06,4.881933375239193439e+06,6.656248551910278201e+07,1.462119440303585434e+05,1.322314927580820629e+06,5.924386746318107471e+05,7.615503960934370989e+05,1.086667259491549630e+05,4.774793536959575140e+05,1.711659854105358818e+02,1.472190748920507417e+02,1.621858939661039472e+02
1.129261084982812963e+07,6.719116702643236518e+07,5.447069115905345231e+07,5.282761471242506802e+07,6.675782291731791571e+06,2.462142151431541890e+06,4.802829926697057672e+06,6.362623726287059486e+07,1.481949114956789999e+05,1.339591535023974953e+06,5.504142957877177978e+05,7.092487107771665324e+05,1.023727703425408399e+05,4.691115412136459490e+05,1.632743898987623652e+02,1.570155382859764757e+02,1.662677537135730290e+02
1.113250316672145389e+07,7.083399228017501533e+07,5.526795510669741035e+07,5.098435515581333637e+07,7.046387400155698881e+06,2.308275087630779948e+06,4.943983902252336033e+06,6.510907567900436372e+07,1.530800812414499815e+05,1.319738729832201265e+06,5.559941980625080178e+05,7.292577151352766668e+05,1.028383744777354877e+05,4.647627278386924299e+05,1.610973980334455291e+02,1.597367781176225208e+02,1.572876622691410944e+02
1.130741194539643452e+07,7.069499434293834865e+07,5.309968454291702062e+07,5.017856964563658088e+07,6.786697306029852480e+06,2.368130118347750511e+06,4.736058864947958849e+06,6.745609060900244117e+07,1.464655635826679645e+05,1.332961506298152497e+06,5.826656139004372526e+05,7.654648995912598912e+05,1.066892009634977876e+05,4.709872918295995914e+05,1.586482821849641027e+02,1.638186378650915742e+02,1.537500504880012215e+02
