7.123230119332743193e+00,-1.732609211379965153e+00,5.671696327512718483e+01,-5.237277415221589294e+00,-2.625614255650045692e+01,9.563856356796034675e+01,-1.013359807865045923e+02,5.597118057809186098e+01
3.895963172575023492e+01,-5.505488781749166805e+01,5.651140969485184229e+01,1.865594573647093313e+01,-1.932364752822777376e+01,-5.793851209625412224e+01,2.830564133905204471e+01,-3.522267251882952621e+01
-6.889696519112412432e+01,-1.765583260035341340e+01,-2.307328590870916329e+01,3.332863925431217567e+00,-8.814283096287935493e+00,6.004463859747642118e+01,3.491994706658611136e+01,-8.581441761320926176e+00
-4.535932900736972329e+01,5.943128632153056401e+01,3.927660622491225695e+01,1.328005045636021180e+02,1.317430201151050539e+01,8.208855580070380142e+01,2.304081500743188116e+01,4.296173581540727149e+00
-7.549786411083043447e+01,3.607512311793228577e+01,-4.217099616796424755e+01,-2.566627026985831606e+01,-2.176840123674895544e+00,-1.376504551231963980e+01,-7.815333972932563711e+01,-3.978154960685066044e+01
4.652922003855509558e+01,3.388837048366707450e+01,3.492201296054807358e+01,8.680103183240229114e+00,3.311422568095311192e+01,1.205610812935646869e+01,-8.410254404954253360e+00,5.823843227522619515e+01
-1.228738437135201167e+01,-3.848338868330542084e+01,6.060861710665628976e+01,6.167484022715286329e+01,-7.870776434720274040e+01,3.189764716124449251e+01,-1.022211510909957468e+02,5.347404430984651214e+01
-4.668814204560249692e+01,3.921040938269692333e+01,-3.074378797086553305e+01,1.664462202444647687e+01,-6.903585121361261656e+01,-1.404031457633765889e+01,-2.990863183083457777e+00,4.805868832091775289e+01
8.971404215042929309e+01,2.903447708650130465e+01,1.488252242541735271e+01,-5.140578852937690613e+01,-7.092982315077790645e+01,9.516849248258369087e+00,6.787691473824314592e+00,3.040448310004807553e+01
3.524906556663604107e+01,1.804616887955676319e+01,-7.334839425897629894e+01,4.463147357530810666e+01,-5.262856700058971882e+00,-4.776732223588523141e+01,-2.073823172027331907e+01,-6.993704408029289255e+01
-1.720402706556593841e+01,3.753929427947107200e+01,-1.638125916390012904e+01,-4.307990271241644820e+01,-1.290923992681696753e+01,2.304778077101467915e+01,-6.746949866165043375e+01,-5.095363926840350643e+01
6.350611968589914724e+00,-6.247218613999633163e+01,9.725578072433928867e+01,-7.666822875807017823e+00,-4.534936127024401742e+01,-4.086770775614146345e+01,-2.415613393756465044e+01,-2.849141741992017884e+01
-1.045799834843632112e+02,6.318702653831934413e+01,-7.741670005889431661e-01,-1.368822279257931207e+00,4.089367561082824665e+01,-5.273022347334187288e+01,-3.791635602591210130e+01,2.287078243595713190e+01
