-2.296755744004606026e+00,3.363385566387447678e+00,-9.300800995091764722e-01,2.745268945578133835e+00,9.147014669968505096e-01,1.853283122334552280e+00,-5.025398931499938104e-01,-3.021235296301393980e+00,-1.206327187927005884e+00,-1.119430709995768769e+00,2.561407642086414249e+00,-3.075963516961090605e+00,-9.273088380373806228e-01,-3.718156232647736037e-02,6.991324510523588831e-01,1.104116053865771718e+00,-1.471469562479670978e+00
-1.335268540198021547e+00,2.551300146027267068e+00,-5.917020405798327776e-01,2.360481440564828670e+00,-2.314110626756906153e-01,5.624944829666577162e-01,7.901284823288110548e-01,-5.005381312286392159e-01,-1.279952831437306537e+00,-1.217086387666416192e+00,5.220976397962806548e-01,-2.738049585947921027e+00,-2.143631996522059324e-02,1.018503577341174582e+00,4.980945798009085990e-01,1.025712566320294394e+00,-2.455610538481020733e+00
-5.055220956727490389e+00,6.084445598060431948e+00,-6.236853348586476331e-01,4.103990099423611149e+00,1.258325976900782184e+00,2.292428661240622834e+00,1.522684278221226040e-01,-6.676367807965252865e+00,-1.693914191479783060e+00,-1.484642824931931560e-01,5.138650873847405265e+00,-2.455507529920333276e+00,-2.835489138476578574e+00,9.810705794649033917e-01,-1.982032761145075261e-01,6.571170941195919601e-01,-2.691607460087281467e+00
1.156349904880755020e+01,-1.119009751895368332e+01,1.963205383444466934e+00,-6.029082516049407481e+00,-4.245132509761574191e+00,1.334059198273981339e-01,3.924675748078234605e-01,1.437235940529588341e+01,1.255406272676750978e+00,-5.665562834624866539e+00,-9.443643884885295492e+00,-2.890184780430947065e+00,7.374262625355465950e+00,-7.513024136691525134e-01,9.001245404902849523e-02,2.884525617466294212e-01,2.321641614274400744e+00
-3.120859987788725753e+00,4.395636972338738957e+00,-1.802393610100377908e-01,1.454253383770405028e+00,-6.566258187852630490e-01,7.135353745310268891e-01,1.211098302010936267e+00,-3.386990549506914139e+00,-2.043336650191343473e+00,9.583144256144535689e-01,2.686964181266158658e+00,-1.816020604366619828e+00,-2.937427797263052476e-01,1.808077967634618588e+00,3.698191590449879107e-01,-3.896112675750417198e-01,-3.001080438770465264e+00
1.447340490786169109e+00,3.102683135027227701e-01,6.679470003229439623e-01,-8.081059547176701052e-01,-1.335148483147755138e+00,6.797531244862677902e-01,-2.390630861269149310e-01,7.656591821374452156e-01,-1.377958544016328002e+00,-9.148111112364083475e-01,-3.769459031275643190e-02,-2.376569247422697817e+00,1.726190322804405763e+00,1.826591117530333985e-01,9.286695855936983879e-01,-4.072535653173547376e-01,-5.779297489420992529e-01
3.228040880032130744e+00,-1.742881244292391774e+00,7.580512422455131238e-01,-9.752459038915609613e-01,-3.151307446911370658e+00,-1.316569504557753012e+00,9.233273362066276579e-01,5.225138559268470928e+00,-6.076676356676751212e-01,-1.596593583878416656e+00,-2.759986425775407870e+00,-2.096435629904866982e+00,3.247220935611858650e+00,7.184176530956153384e-01,7.513080594983120308e-01,1.788233185989090146e-01,-1.036402616546597599e+00
4.105999339254449154e-01,8.174203449088883744e-01,2.486395327127363664e-01,1.150687892002233204e+00,-1.415046252947523175e+00,2.178468918728609260e+00,-8.651806533778427788e-01,-4.954000620641640928e-01,-1.138293765162425863e+00,-1.711699151456744783e+00,1.765776096866847666e+00,-3.704636183648305270e+00,2.020019023619582521e-01,1.035356339678010995e+00,-2.619874531999013545e-01,1.846048357120583905e+00,-1.583590364051479238e+00
1.076458031610497912e+01,-9.475456548295550618e+00,1.651210785928905356e+00,-5.870917267850402688e+00,-3.926220483119546412e+00,-1.654366002646640021e+00,6.715876984620670065e-01,1.368536261041407620e+01,-4.165912456776235118e-01,-3.973880023791434457e+00,-9.480506595895279887e+00,-2.756791378181631558e+00,8.245669046960681925e+00,-5.442556308608564875e-01,1.488697146578427333e+00,-8.270027881914889800e-01,1.740339552748482399e+00
1.367818290447256757e+01,-1.233447768451399185e+01,1.707143708102110580e+00,-5.501972842239379879e+00,-3.516687256968211273e+00,-1.029476980584659307e+00,-9.595564278848270345e-02,1.657861564492371897e+01,1.058248109666050096e+00,-7.011965075033038453e+00,-1.124399998263487888e+01,-3.801325373358856563e+00,8.120805891617266070e+00,-1.668976734363144754e+00,6.864178971329739642e-01,9.272322294498177575e-01,3.054539613402596387e+00
